Kategori;Ad;Yorum;islemci;hafiza;Kalite;Batarya;Ortalama;Genel_Ortalama;Sonuc
Bilgisayar; BilgisayarILife Zed Air CX3 ;Yorumlara bakarak aldým gayet memnunum baðzý arkadaþlar ssd ve windows yüklemiþ bu þekilde daha iyi olduðunu yazmýþlar doðrudur. Ama ubuntu ilede gayet stabil ve akýcý çalýþýyor firefox tarayýcý ile yutube video larýný yüksek çözünürlükte izleyemedim ve filim dizi sitelerinde flaþ player yüklenmesi gerek.google chrome yüklediðiniz de hiç birþeye gerek kalmýyor istediginiz gibi internette gezip video, film, müzik ve ödev gibi faliyetlerinizi rahatlýkla yapa biliyorsunuz.bu fiyata kaçmaz. hepisi burdaya hýzlý ve saðlam  gönderi için teþekkürler.;4;2;4;4;3.5;4.1;Olumsuz
Bilgisayar; BilgisayarILife Zed Air CX3 ;Genel olarak güzel bir bilgisayar hýzlý cok ince ve þýk gözüküyor ekran kalýtesi çok güzel ufak tefek oyunlarý oynatýyor ama cok birþey beklemeyin ekran kartý yok içerisinde apu olarak calýþýyor ama performansý güzel jarzda iyi gidiyor;4;2;3;5;3.5;4.1;Olumsuz
Bilgisayar; BilgisayarILife Zed Air CX3 ;üç ay önce aldým.Aldýðým andan itibaren ekraný kaldýrýp indirirken menteþelerden zorlanarak döndüðünü ses yaptýðý gördüm.Yeni bilgisayar alýþýr diye düþünürken menteþeden kýrýldý.Servise götürdüm kýrýk ve su temasý garanti kapsamý dýþýymýþ.Düþülüp kýrýlmayla hatalý üretim kýrýðý arasýnda fark yokmuþ.Ben çok piþman oldum gerçekten paraya biraz daha kýyýp saðlam bir þey alabilirdim;4;1;5;4;3.5;4.1;Olumsuz
Bilgisayar; BilgisayarILife Zed Air CX3 ;fiyat performans olarak ürün çok iyi. Ev kullanýmý office ve internet gezintileri için fazlasýyla yeter. Oyun oynama gibi bir durumum olmadýðý için bilgisayar iþimi görüyor. Windows yüklü deðil ama o da sorun deðil. Linux tabanlý iþletim sistemi var ki stabil olarak bilgisayarý çalýþtýrýr. Bu fiyata bu ürün kaçmaz. Hýzlý teslimat için hepsiburada ekibine teþekkür ederim.;4;2;4;4;3.5;4.1;Olumsuz
Bilgisayar;Lenovo IdeaPad 5 AMD Ryzen 7 5700U ;Sorunsuz teslimat teþekkürler;4;2;3;5;3.5;4.6;Olumsuz
Bilgisayar;Lenovo IdeaPad 5 AMD Ryzen 7 5700U ;Ýyi ürün hýzlý kargo;4;1;5;4;3.5;4.6;Olumsuz
Bilgisayar;Lenovo IdeaPad 5 AMD Ryzen 7 5700U ;Anlatmaya gerek yok, kalitesini bilenler zaten biliyor..;4;2;4;4;3.5;4.6;Olumsuz
CepTelefonu;Samsung Galaxy M31 2020 128 GB;Tam da böyle bir telefona ihtiyacým vardý artýk prize yakýn yaþamak yok. Yaklaþýk 10 gündür kullanýyorum ve çok memnunum,  özellikle de fit2 den , tavsiye ederim,  fýrsatý kaçýrmayýn derim.....;5;5;5;5;5;4.7;Olumlu
 CepTelefonu;Samsung Galaxy M31 2020 128 GB;Aylar önce neredeyse yarý fiyatýna aldýk. Bu fiyatlara kesinlikle alýnmaz. Yorumlara bakýyorum hala alan var, çok ilginç gerçekten.;5;5;5;5;5;4.7;Olumlu
 CepTelefonu;Samsung Galaxy M31 2020 128 GB;Arkadaslar bu telefonu alalý tam 1 sene oldu ve günün sonunda sarj %40 larda yani batarya ölmesi gibi bi durum yok ram harika islemci harika  20 yýllýk cep telefonu kullanýcýsý olarak Nokia c5 imden sonra (fiyat orantýsý baz alýnarak) telefon model ve markalarýndan alýnabilecek en iyi model. Bence düþünmeyin.... 1 yýl tecrübe edildi onaylandý.....;5;5;5;5;5;4.7;Olumlu
 CepTelefonu;Samsung Galaxy M31 2020 128 GB;Telefonu gecen yýlýn sonlarýna doðru aldim iyiki de almýþým diyorum. Kesinlikle donma kasma derdi yok kamerayý kardesimdeki a71 ile kýyaslandým imrendi takas yapmak istedi  ) kasasi biraz daha hoþ olabilirdi a71 kasasý gibi ama buda idare eder fiyat performans olarak sizi fazlasýyla tatmin edecektir. Ýþim gereði Ýnternetin sürekli açýk olmasý gerekiyor sarji çok çok iyi emin olun 8 saatlik kullanýmda þarjdan yaklaþýk %30 civari götürüyor 6000 mah hakkýný fazlasýyla veriyor.;5;5;5;5;5;4.7;Olumlu
 CepTelefonu;Samsung Galaxy M31 2020 128 GB;Fiyat performans olarak alýnabilir en iyisi bence ayný özellik baþka marka telefonla arasýnda en az 600 oynuyo batarya çok çok iyi þarj etmeyi unutuyosunuz donma kasma görmedim süper amoled olmasýda + bi özellik zaten;5;5;5;5;5;4.7;Olumlu
 CepTelefonu;Samsung Galaxy M31 2020 128 GB;Hýzlý kargo orijinal saðlam ürün herkes gönül rahatlýðý ile alýþveriþ yapabilir hepsi burada gerçekten çok orijinal ve güvenilir bir site;5;5;5;5;5;4.7;Olumlu
 CepTelefonu;Samsung Galaxy M31 2020 128 GB;Harika bir telefon harika bir satýcý telefoncuya komisyon vermeye gerek yok fiyatlar uygun olduðu sürece tek tercihim hepsi burada.;5;5;5;5;5;4.7;Olumlu
 CepTelefonu;Samsung Galaxy M31 2020 128 GB;Her özelliðiyle yeterli fiyat performans açýsýndan en iyiler arasýnda. Tek sýkýntýsý arka kapaðýnýn plastik olmasýndan dolayý çabuk çizilmesi;5;5;5;5;5;4.7;Olumlu
 CepTelefonu;Samsung Galaxy M31 2020 128 GB;Çok memnunum tam 1 yildir kullaniyorum su anda fiyatlar çok yüksek benden 4 ay sonrada eþime aldik keyifle kullaniyoruz þarjý çok iyingdiyor;5;5;5;5;5;4.7;Olumlu
 CepTelefonu;Samsung Galaxy M31 2020 128 GB;eþime aldým ekran kalitesi ve bataryasý çok iyi, arka kamerasý kaliteli çekimler yapmanýza olanak saðlýyor ama ön kameranýn gece çekimi için ayný þeyi söylemek mümkün deðil. tavsiye edilir.;5;5;5;5;5;4.7;Olumlu
 CepTelefonu;Samsung Galaxy M31 2020 128 GB;Her þeyinden memnunum özellikle kamerasýndan, telefon sürekli elimde olmasýna raðmen 1.bucuk gün þarj gidebiliyor.   Ýyi ki almýþým donma vs yok.;5;5;5;5;5;4.7;Olumlu
 CepTelefonu;iPhone 11 64 GB;gozlerim oled ekrana baktigimda kizariklik ve batma yapiyor sadece ips ekranla rahat kullanabiliyorum.8 plustan  iphone 11 gectim.8plusa gore ekran daha kucuk ama renkler daha yumusak ve gozume daha iyi geldi iyki almisim dedim.8 plusin ekrani da iyiydi ama bununla karsilastirdigimda daha rahatlatti iphone 11.Hepsiburadadan 7 bin uzerinde bir urun aliyorsunuz ve sizden kargo parasi talep etmesi bence cok ayip ayrica ayni gun kargo aldatmacisi var alisverisimle olan tek olumsuz nokta bu yoksa urun guzel ve memnunum;5;5;5;5;5;4.8;Olumlu
 CepTelefonu;iPhone 11 64 GB;Açýkcasý alýrken 40 kere düþündüm. Güvenilir mi kargodan dolayý ekran kýrýk gelir mi vs. Ama böyle bi sorunla karþýlaþmadým. Kargo ertesi gün geldi. Ürün orijinal Apple den sorguladým. Ancak kullanýrken kameranýn olduðu kýsým çok ýsýndý. Araþtýrdým herkes bu sorundan muzdarip. Teknik bi sorun olunduðunu söylüyorlar. Telefonu tekrar sýfýrlayýn vs yazýyordu. Umarým yapýnca geçer. Apple ile böyle bi sýkýntý yaþamak üzücü olur yoksa. Kargo ben satýcýya teþekkürler.;5;5;5;5;5;4.8;Olumlu
 CepTelefonu;iPhone 11 64 GB;Çok iyi bir telefon. öncesinde 5s ve 6 plus kullanmýþ biri olarak söyleyebilirim ki iPhone modelleri arasýnda boyut olarak ve hýz olarak kesinlikle tercih edilmesi gereken bir model .. Ayrýca renk olarak mor ve yeþil arasýnda kalmýþtým. Ýyiki yeþil tercih etmiþim. Teþekkürler Hepsiburada ..;5;5;5;5;5;4.8;Olumlu
 CepTelefonu;iPhone 11 64 GB;Apple olarak se 6s 7 plus kullanmýþ biri olarak batarya sorunundan býkmýþtým. Sarj aletine yapýþýk geziyordum resmen. Fakat 11 bence en iyisi batarya sahip telefon 2 gün gidiyor rahat. 1 günü çýkarmasý bile benim için mucizeyken. Ve bence beyaz renk olan çok kibar.;5;5;5;5;5;4.8;Olumlu
 CepTelefonu;iPhone 11 64 GB;Bu kadar para verilir mi  Android mi alsam diye düþünürken iyi ki almamýþým dedirten bir telefon. Iphonelarýn en büyük eksisi pil gücüyken bu telefonda öyle bir eksisi yok. 2 gün net gidiyor þarjý. Çok hýzlý ve stabil. Ekran büyüklüðü tam yerinde. Altýn oran diyebilirim. 7-8 yýldýr ÝOS kullanýyorum ve bu bence en iyisi.;5;5;5;5;5;4.8;Olumlu
 CepTelefonu;iPhone 11 64 GB;Ürünümüzü satýcý olarak hepsiburadadan aldýk. Hangi tarihte kargoya verilecek ise o tarihte verilip teslim edildi. iPhone 11’in ise hem pil performansý hem genel olarak çok memnunuz. Sarý rengi fotoðraflarda göründüðü kadar koyu deðil ancak çok hoþ bir tonu var.;5;5;5;5;5;4.8;Olumlu
 CepTelefonu;iPhone 11 64 GB;Arkadaþlar alýrken açýkcasý tedirgindim fakat hiçbir sorun yaþamadým ve gidip maðazadan almaktansa 1 gün bekler uyguna alýrým daha iyi dedim, hepsiburadaya teþekkür ederim.;5;5;5;5;5;4.8;Olumlu
 CepTelefonu;iPhone 11 64 GB;Iphone gerçekten güzel telefon yapmýþ. Dizayn, kamera, iþlemci, batarya vs. elde güzel duruyor çok aðýr deðil saðlamlýk hissi veriyor. Kamerasý herzamanki gibi süper hele gece foto çekmesine bayýldým sýfýr ýþýktaki görüntü mükemmel. Ýþlemci anlatmaya bile gerek yok 5-6 saat video ardýndan 2 saat oyun(PUBG. hdr de aþýrý ultra HD de aþýrý yüksek oynatýyor) oynuyorum rahatsýzlýk verecek derecede ýsýnmýyor. Yada þöyle söyleyeyim iPhone’larda þöyle bir durum var telefon ýsýnýnca ekran kendi kendine kararýyor. Bunda oda olmuyor. Bataryaya gelince günlük 3 saat video 1 saat oyun konuþma mesaj sosyal medya falan ile 2 gün kullanýyorum. Evet doðru okudun 2 gün iPhone’larda imkansýz diyorsun bende ilk anda inanamadým kullanmama raðmen ama öyle. Bu telefona bayýldým gerçekten. Bu arada alalý 1 ay oldu bu bir aylýk deneyimim.;5;5;5;5;5;4.8;Olumlu
 CepTelefonu;iPhone 11 64 GB;5 ay önce almýþtým.Çok uygun fiyata gelmiþti ürünle ilgili zaten söylenecek birþey yok iphone 11 yani satýcýda çok güvenilir tavsiye ederim;5;5;5;5;5;4.8;Olumlu
 CepTelefonu;iPhone 11 64 GB;2 ürün birden aldým çok iyi paketlenmiþ ve ürünler orjinal güvenip rahatlýkla ala bilirsiniz iphonu bilen biliyor zaten;5;5;5;5;5;4.8;Olumlu
 CepTelefonu;iPhone 11 64 GB;Ýphone 6 dan 11 e geçtim baya memnunum þu an Selekt satýcýsýndan aldým þüphelerim vardý ama sýkýntý yaþamadým sadece biraz daha mesajlara geri dönüþ yapýlýp paket özenli hazýrlanýrsa güzel olur;5;5;5;5;5;4.8;Olumlu
 CepTelefonu;iPhone 11 64 GB;Satýcý Hepsiburada dan aldým çoook memnun kaldým kusursuz ve darbesiz geldi çok güzel muhafaza edilmiþti çok çok teþekkür ler hepsiburada;5;5;5;5;5;4.8;Olumlu
 CepTelefonu;iPhone 11 64 GB;Ýphone 12 mini almayý düþünüyordum iyi ki 11 almýþým fazla abartmaya gerek yok herþeyiyle mükemmel teþekkürler Hepsiburada;5;5;5;5;5;4.8;Olumlu
 CepTelefonu;iPhone 11 64 GB;Þimdi bu kadar para veriyoruz Xiaomi redmi note 8 den geçtim uzun zamandýr istiyordum turkcellden alayým dedim orada daha pahalý 600-700 TL gibi bir fark var ben babalar günü indirimi ile aldým önceden de Hepsiburada dan alýþveriþ yapmýþtým alýrken tereddüt de ettim ama sorun olmadý þuan cihazý kullanýyorum bataryasý Xiaomi ye göre biraz hýzlý bitiyor ama günü rahatlýkla çýkarýyor o konuda problem yok Çarþamba akþamý 10 da sipariþ verdim Cumartesi günü saat 11 de elimdeydi Aras Kargo ile gönderim yapýldý sizin bölgenize göre deðiþiklik olabilir ama sýkýntý olmadý paketleme de güzeldi baloncuklu ambalaja sarmýþlar telefon sorunsuzdu kutuyu açtým telefonu baþlattým andan itibaren garantisi baþladý imei kontrol yaptým cihaz kayýtlý orijinal Apple Türkiye garantilidir þüpheniz olmasýn kesinlikle tavsiyemdir alabilirseniz 128 GB alýn ama 64 de yeterli telefona diyecek birþey yok ÝPhone 11 iþte tavsiye ediyorum sorunsuz satýcý olarak da Hepsiburada yý seçin kutusunda þarj kablosu var ama adaptörü yok bilginiz olsun çok iyi tesviye ediyorum sorunsuz güvenilir;5;5;5;5;5;4.8;Olumlu
 CepTelefonu;iPhone 11 64 GB;iPhone 8 Plus tan geçiþ yaptým 11 e. Boyut olarak tam ideal ne küçük ne büyük. Tlf hakkýnda fazla bir þey yazmak istemiyorum. Sonuçta kaliteli. Beni en çok þaþýrtan pil durumuoldu Örneðin dün gece taktým þarja þu an mesaj yazarken saat 21 ama þarj durumum %70 te. Sanmayýn tüm gün hiç dokunmadým. Konuþmalarým oldu whatsapp sürekli faal Twitter yine öyle. Hatta yatarken netflixten birkaç bölüm dizi izlerim ama %50 ye anca görürüm. Bunun dýþýnda kamera mükemmel geniþ açý gerçekten çok iyi. Yorumum 8 plus a göre yapýyorum. Farklarý belirtmeye çalýþýyorum. Parmak izi yerine yüz tanýma olduðu için yüzümüz de sürekli maskeli olduðu için bu özellik gündüzleri dýþarýda veya iþ yerinde çalýþmýyor þifre ile girmek zorunda kalýyorsunuz. Yüz tanýmanýn en büyük özelliði de karanlýkta bile yüzünüzü tanýyýp açýlmasý. Yaþ olarak 58 olduðum için siyah rengini tercih ettim klasik olsun diye hatta eþime de siyah aldým. 12 ile 11 arasýnda kalanlar için 3 bin liralýk bir fark yok derim. Tercihlerini 11 den yana kullansýnlar.;5;5;5;5;5;4.8;Olumlu
 CepTelefonu;iPhone 11 64 GB;hersey istedigim gibi geldi paketlemesi ozenliydi baya sorunsuz alisveris icin tesekkurler hepsiburada;5;5;5;5;5;4.8;Olumlu
 CepTelefonu;iPhone 11 64 GB;Ürünü internetten çok çekinerek aldým ama gayet iyi geldi fiyat olarak da uygundu;5;5;5;5;5;4.8;Olumlu
 CepTelefonu;iPhone 11 64 GB;Gençleþtim resmen bu kadar mý fark eder  (Ýph 6 dan geçtim);5;5;5;5;5;4.8;Olumlu
 CepTelefonu;Xiaomi Redmi Note 9 Pro 128 GB;1 yýldýr redmi note 9 pro kullanýyorum kamerasý gerçekten müthiþ, oyunlarda vs kasma donma yok arka camýndan korkuyordum düþer kýrýlýr vs kýlýf kullandýðýnýz sürece asla öyle bir durum yok çocuklarýna telefon almak isteyen ebebeyinler gönül rahatlýðýyla alabilirsiniz ideal bir telefon benden bu kadar yorurmumu beðenirsiniz teþekkür ederim (;5;5;5;5;5;4.7;Olumlu
 CepTelefonu;Xiaomi Redmi Note 9 Pro 128 GB;Çok baþarýlý bir telefon;5;5;5;5;5;4.7;Olumlu
 CepTelefonu;Xiaomi Redmi Note 9 Pro 128 GB;Ürünü çok araþtýrýrak aldým ve iyi ki almýþým batarya süper uzun gidiyor ki sürekli kullanýyorum. Kameraya zaten diyecek bir þey yok iþlemci þahane hýzlý dokunmatik vs her þey süper çok memnunum tek sýkýntým telde konuþurken sesi kapatýyor karýþ taraf sesimi duymuyor dokumnatigi çok hassas ama onun çözümü verdir belkide ya genel müthiþ memnunum iyi ki aldým alýn aldýrýn ve çok titiz biri olrak bunu söylüyorum;5;5;5;5;5;4.7;Olumlu
 CepTelefonu;Xiaomi Redmi Note 9 Pro 128 GB;Telefonu test etmeden fikir paylaþmak istemedim. 6 aydýr kullanmaktayým telefon çok güzel bir þekilde paketlenmiþ ve kýrýlmaz cam, telefon kabý ile temiz bir þekilde  gönderilmiþti. Fiyat performans olarak ideal bir telefon ama aldýðým zamana göre fiyatý biraz artmýþ. Önceliði kamera olanlar kesinlikle bu telefonu düþünmeli özellikle gece çekimi diðer telefonlarýn üstünde batarya sorunu yaþanmýyor rahat bir þekilde iki gün kullanabilirsiniz. Teþekürler hepsiburada ..;5;5;5;5;5;4.7;Olumlu
 CepTelefonu;Xiaomi Redmi Note 9 Pro 128 GB;çok güzel bir cihaz. yaklaþýk 3-4 senedir xiaomiciyiz. þimdiye kadar redmi note 4, mi 8 lite, note 8 pro gibi cihazlar da aldým. bu cihazýn performansý çok iyi. 2. telefonum olarak kullanýyorum þarjý yaklaþýk 5-7 gün arasý gidiyor. sadece müzik dinliyorum. gece þarj edip ertesi gün öðlen wifi gsm açýkken hala %100 durduðu zamanlar oluyor. %20 altýna düþþe bile akþama kadar rahat telefon konuþmalarýnda müzik dinlemelerinde yetiyor. kamerasý da bana göre çok iyi.;5;5;5;5;5;4.7;Olumlu
 CepTelefonu;Xiaomi Redmi Note 9 Pro 128 GB;Bir telefondan beklenen bütün özellikleri fazlasýyla karþýlayan ve bunu çok yüksek bir bedel ödemeden son kullanýcýya sunan üretici ve ithalatçý firmaya teþekkürler. Ürünü uzun zaman önce almýþtým ama o kadar memnun kaldým ki bu yorumu yazarak hem firmaya teþekkür etmek hem de bu yorumu okuyan siz deðerli potansiyel alýcýlara yol göstermek istedim.;5;5;5;5;5;4.7;Olumlu
 CepTelefonu;Xiaomi Redmi Note 9 Pro 128 GB;telefonu beðendim kamera toz sorunu yok (sadece mart 2021 de üretilen ilk ve az bir seri nlu cihazdaydý hemen düzelttiler) kamerada kronik toz sorunu giderildi sorun yok  hýzlý ve güvenli bir telefon;5;5;5;5;5;4.7;Olumlu
 CepTelefonu;Xiaomi Redmi Note 9 Pro 128 GB;Çok memnunum sarj mükemmel kamera mükemmel hiç düþünmeyin;5;5;5;5;5;4.7;Olumlu
 CepTelefonu;Xiaomi Redmi Note 9 Pro 128 GB;telefonun kendi özellikleri çok iyi 1. Özelliði telefonun kendisinde uygulama kilidi var 2.özelliði telefonun kendi ayarlarýnda klavye temalarý var 3.özelliði uygulama kilidinde yüz tanýma var 4.özelliði þarjý 40 dakikaya doluyor 5.özelliði þarjý 1 güne bitiyor 6.özelliði ses yüksekliði muhteþem 7.özelliði telefon gayet hýzlý Bu özellikleri almak isteyenler için yazdým;5;5;5;5;5;4.7;Olumlu
 CepTelefonu;Xiaomi Redmi Note 9 Pro 128 GB;Þiddetle tavsiye ederim. 6 aydýr kullanýyorum hiçbir problemle karþýlaþmadým. Pil mükemmel en az 1 gün gidiyor. Kamera pek fazla kullanmýyorum, ancak gayet güzel çekimler yapýyor. Isýnma sorunu yok. Parmak izi açma kapama tuþunda olduðu için nadiren algýlamýyor. Samsung ve iPhone kullanan biri olarak en çok sevdiðim telefon bu oldu. Tavsiye ederek aldýrdýðým kiþilerden de herhangi bir olumsuzluk duymadým. Ýndirimli aldýðým için Hepsiburada ya teþekkür ediyorum.;5;5;5;5;5;4.7;Olumlu
 CepTelefonu;Xiaomi Redmi Note 9 Pro 128 GB;Telefonu geçen sene Aðustos ayýnda aldým.  Çok memnundum.  Durduk yere hoparlöru bozulana kadar.  Müþteri hizmetlerine ulaþmak için arýyorum sürekli mesgul çalýyor. Telefon çok güzel ama sorun oldugunda maalesef muhatap bulmak çok zormuþ.  Servis ve müþteri hizmetleri hakkýnda hiç iyi yorumlarda yok araþtýrdýðým kadarýyla herkes þikayetçi.;5;5;5;5;5;4.7;Olumlu
 CepTelefonu;Xiaomi Redmi Note 9 Pro 128 GB;Kesinlikle SÜPER bi telefon bundan önce Redmi Note 8 vardý. Bunu almakla çok daha doðru karar vermiþim ekraný daha büyük bataryasý daha uzun ömürlü çünkü 5000 mAh , NFC yakýn alan iletiþimi mevcut bu harika bir özellik. Parmak okuyucu telefonun saðýndaki güç düðmesinde. Güç düðmesine basmadan sadece dokunduðunuzda telefon açýlýyor. Çok güzel iyi ki almýþým Ýyi ki Xiaomi iyi ki Redmi Note 9 Pro...;5;5;5;5;5;4.7;Olumlu
 CepTelefonu;Xiaomi Redmi Note 9 Pro 128 GB;Telefon þarj ve kamera yönünden çok çok iyi kargo yönünden memnun kalmadým hepsijet ile maksimum 2 günde gelen kargo Amasya'dan çýktý Samsun Ankara Adana Ankara Ýstanbul olarak anca geldi araya da hafta sonu denk geldi yaklaþýk 6 gün sürdü üründen çok çok memnunum ama kargo olarak hiç memnun kalmadým bunu bildirmek istedim.;5;5;5;5;5;4.7;Olumlu
 CepTelefonu;Xiaomi Redmi Note 9 Pro 128 GB;Ürünü 6 aydýr kullanýyorum. Fiyatýna göre deðerlendirdiðinizde çok kaliteli bir ürün. 64 Mp fotoðraf seçeneði var gözünüzle ayýrt edemediðiniz ayrýntýlarý yakalýyor. Oyun oynarken biraz ýsýnýyor ama ayný oyunda bilgisayar faný bile uzay mekiði gibi çalýþýyor. Oyun harici aktif kullanýmda þarjý 2 gün gidiyor. Parmak izi ve yüz tanýmlayýcýlarý çok hýzlý, harika. Ýyi ki bunu tercih etmiþim.;5;5;5;5;5;4.7;Olumlu
 CepTelefonu;Xiaomi Redmi Note 9 Pro 128 GB;Ürün ekran koruyucusu ve telefon kýlýfý ile geldi bu duruma çok memnun oldum. Kamerasý ve foto kalitesini beðendim. Büyüklüðü de iyi. Babam için aldýk þuana kadar batarya ve diðer özelliklerden memnunuz. Kullandýkça ilerleyen zamanlarda daha iyi deðerlendireceðiz. Bence Samsung A,j serilerindense bu çok daha iyi;5;5;5;5;5;4.7;Olumlu
 CepTelefonu;Xiaomi Redmi Note 9 Pro 128 GB;Valla iyi ki bu telefonu almýþým.cok güzel.Ýki hat takabiliyorsun kullanýþý güzel.epey.com dan tüm özelliklerine bakarak aldým.telefon almadan önce bu telefona karar verdim.oyunlarda hiç kasma yok.gayet guzel oynanýyor.cok beðendim ö gün sipariþ verdim. ertesi gün elime ulaþtý.cok hýzlý teslimati gerceklestirildi.saticiya teþekkür ederim.kolay gelsin.;5;5;5;5;5;4.7;Olumlu
 CepTelefonu;Xiaomi Redmi Note 9 Pro 128 GB;Çok memnunum. Her yönüyle kusursuz. Hiçbir sikayetim yok. Þimdiye kadar kullandýðým en iyi Android cihaz diyebilirim. Bir önceki telefonum iPhone 7 idi. Yaptýðým radikal degisimden fazlasýyla memnunum. Ürün saðlam ve çok kýsa sürede geldi. Aylardýr sorunsuz kullanýyorum.;5;5;5;5;5;4.7;Olumlu
 CepTelefonu;Xiaomi Redmi Note 8 64 GB;Gercekten mükemmel telefon paketleme güzeldi çok teþekkür ediyorum;5;5;5;5;5;4.7;Olumlu
 CepTelefonu;Xiaomi Redmi Note 8 64 GB;Ürün iyi bu siteden Türkiye garantili alýn ithalat garanti yanaþma;5;5;5;5;5;4.7;Olumlu
 CepTelefonu;Xiaomi Redmi Note 8 64 GB;Ürün çok çabuk ve sorunsuz  elime ulaþtý.KVK garantili.kutu içerisinden sarj aleti ve telefon kýlýfý çýktý.simdilik memnunuz.;5;5;5;5;5;4.7;Olumlu
 CepTelefonu;Xiaomi Redmi Note 8 64 GB;Ürünün herþeyi gayet güzel bataryasý, þarj olmasý, kamerasý vs. Sadece diðer telefonlara göre bana biraz aðýr geldi.;5;5;5;5;5;4.7;Olumlu
 CepTelefonu;Xiaomi Redmi Note 8 64 GB;Anneme aldým. Daha sonra eþime aldým.gayet güzel. Görüntü ve iþlemci iyi.kullanýþlý.;5;5;5;5;5;4.7;Olumlu
 CepTelefonu;Xiaomi Redmi Note 8 64 GB;Yiðenime aldým. Ürün süper Fiyat uygun. Performansý yeterli. Beðendi;5;5;5;5;5;4.7;Olumlu
 CepTelefonu;Xiaomi Redmi Note 8 64 GB;Ürün istediðimin aynýsý beklediðimden daha erken geldi hepsi burada com ve gönderici firmaya teþekkür ederim;5;5;5;5;5;4.7;Olumlu
 CepTelefonu;Xiaomi Redmi Note 8 64 GB;Kesinlikle f/p ürünü. Düþünmeden alýn piþman olmazsýnýz. Orijinal ürün, güvenli alýþveriþ, ilgili satýcý;5;5;5;5;5;4.7;Olumlu
 CepTelefonu;Xiaomi Redmi Note 8 64 GB;Ürün süper. Fiyatý uygun. Performansý yeterli. Arkadaþýn çocuðuna aldým. Beðendi.;5;5;5;5;5;4.7;Olumlu
 CepTelefonu;Xiaomi Redmi Note 8 64 GB;çok paralar dökmeye gerek yopk. gayet iþinizi gören. her istediðiniz yapabilceðiniz bir ürün. bataryasý çok iyi. iyiki aldým diyebilceðiniz bir telefon tek sýkýntý kamera o kakar pixel olmasýna raðmen sanki daha iyi çekebilir.;5;5;5;5;5;4.7;Olumlu
 CepTelefonu;Xiaomi Redmi Note 8 64 GB;Babama aldým. Kendisi oldukça memnun. Ben de zaten Note 7 kullanýcýsýyým.;5;5;5;5;5;4.7;Olumlu
 CepTelefonu;Xiaomi Redmi Note 8 64 GB;Süper bir telefon!!;5;5;5;5;5;4.7;Olumlu
 CepTelefonu;Xiaomi Redmi Note 8 64 GB;Harika bir telefon herkeze tavsiye ederim donma kasma yapmiyor;5;5;5;5;5;4.7;Olumlu
 CepTelefonu;Xiaomi Redmi Note 8 64 GB;Xiaomi varsa tereddüt yok derim çok baþarýlý fiyat performans urunu;5;5;5;5;5;4.7;Olumlu
 CepTelefonu;Xiaomi Redmi Note 8 64 GB;Kardeþime aldým bu fiyat segmentinde tercih edilebilcek en iyi cihazlardan biri bence;5;5;5;5;5;4.7;Olumlu
 CepTelefonu;Xiaomi Redmi Note 8 64 GB;Yeni çýktýðý zamanlar almýþtým hala çok iyi hiç bir sorun sýkýntý yok kasma donma yok;5;5;5;5;5;4.7;Olumlu
 CepTelefonu;Xiaomi Redmi Note 8 64 GB;Düþünmeden alabilirsiniz telefon çok güzel kargo iyi paket lenmiþ;5;5;5;5;5;4.7;Olumlu
 CepTelefonu;Samsung Galaxy M51 128 GB;Ürünü bir gün önce sorunsuz teslim aldým. Siparisim bir gün sonra  teslim edildi. Huawei mate 10 lite'dan sonra bu telefona geçtim. Benim için kullanýlýþlý,  kolay, hýzlý ve pratik bir telefon. Umarým en az 4 yýl beni idare edebilir. ;5;5;5;5;5;4.7;Olumlu
